married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
yes,yes,,Male,hetero couple,yes,[40 -50],[40 -50],2.0,[Partner Name] was not working for pay,4.0,,,,Excellent
yes,yes,,Female,hetero couple,yes,[50 -60],[60 -70],1.0,We earned about the same amount,5.0,meet through work,,42.83,Excellent
,yes,,Male,hetero couple,no,[70 -80],[60 -70],1.0,I earned more,0.0,,,21.0,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],4.0,[Partner Name] earned more,6.0,meet through friends,,20.58,Good
,no,yes,Female,hetero couple,no,[70 -80],[70 -80],5.0,I earned more,6.0,meet through friends,,27.75,
yes,yes,,Male,hetero couple,no,[50 -60],[60 -70],2.0,I earned more,6.0,meet in neighborhood,,26.5,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[60 -70],2.0,I earned more,5.0,meet through work,,5.92,Excellent
no,no,yes,Female,hetero couple,no,[70 -80],[60 -70],4.0,[Partner Name] earned more,6.0,meet through work,,4.0,
,no,no,Female,,,[10 -20],,,,,,,,
no,no,yes,Male,hetero couple,no,[30 -40],[50 -60],0.0,I earned more,4.0,meet through family,,1.0,
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,4.0,meet through friends,,59.92,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,6.0,meet through studies,,41.67,Excellent
yes,no,yes,Male,hetero couple,yes,[50 -60],[50 -60],2.0,I earned more,4.0,,,,
yes,yes,,Male,hetero couple,yes,[40 -50],[40 -50],1.0,[Partner Name] earned more,5.0,,,24.75,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],4.0,[Partner Name] earned more,5.0,meet in neighborhood,,27.5,Good
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,5.0,meet through work,,27.92,Good
yes,yes,,Female,lesbian couple,no,[40 -50],[40 -50],2.0,[Partner Name] earned more,4.0,meet through friends,,9.25,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],4.0,I earned more,5.0,meet through studies,,7.25,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,6.0,meet through work,,28.5,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],4.0,[Partner Name] earned more,5.0,meet through studies,,15.08,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[40 -50],2.0,We earned about the same amount,6.0,meet through friends,,18.42,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],1.0,[Partner Name] earned more,5.0,,,16.17,Good
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,6.0,meet in neighborhood,,11.17,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,,meet through friends,,15.0,Excellent
,yes,,Male,hetero couple,no,[40 -50],[20 -30],1.0,I earned more,1.0,,no,2.58,Fair
,no,no,Female,,,[20 -30],,,,,,,,
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,I earned more,6.0,meet through friends,,21.5,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],1.0,[Partner Name] earned more,4.0,meet through friends,,9.83,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,4.0,,,14.83,Good
,yes,,Male,gay male couple,no,[20 -30],[20 -30],3.0,[Partner Name] was not working for pay,6.0,meet through internet,yes,1.83,Excellent
yes,yes,,Female,hetero couple,yes,[60 -70],[60 -70],2.0,[Partner Name] earned more,6.0,meet through work,,39.92,Fair
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],0.0,[Partner Name] earned more,5.0,meet in neighborhood,,8.25,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],2.0,I earned more,6.0,meet through friends,,,Good
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] earned more,6.0,meet through family,,18.0,Excellent
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,3.0,meet through internet,yes,0.08,Fair
yes,yes,,Male,gay male couple,no,[60 -70],[50 -60],3.0,[Partner Name] earned more,6.0,,yes,25.58,Good
no,no,yes,Male,gay male couple,no,[50 -60],,,We earned about the same amount,,,,1.58,
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],6.5,[Partner Name] earned more,5.0,meet through internet,,6.33,Excellent
,yes,,Male,hetero couple,no,[40 -50],[30 -40],1.0,I earned more,4.0,meet through friends,,8.92,Refused
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],0.0,We earned about the same amount,6.0,meet through internet,,9.25,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[40 -50],3.0,[Partner Name] earned more,5.0,meet through friends,,13.83,Excellent
yes,no,yes,Female,hetero couple,no,[60 -70],[50 -60],1.0,We earned about the same amount,3.0,meet in neighborhood,,,
,yes,,Female,hetero couple,no,[20 -30],[20 -30],2.0,[Partner Name] earned more,5.0,,no,0.17,Very Poor
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],1.0,I earned more,5.0,meet through studies,,27.83,Fair
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],1.0,I earned more,6.0,meet through studies,,,Excellent
no,no,yes,Female,hetero couple,no,[70 -80],[70 -80],5.0,I earned more,6.0,meet through family,,1.33,
,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,5.0,meet in neighborhood,,0.67,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],5.0,[Partner Name] earned more,4.0,meet through studies,,40.67,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],3.0,I earned more,6.0,meet through friends,,32.33,Good
no,no,yes,Female,hetero couple,no,[60 -70],,5.0,[Partner Name] earned more,6.0,,,1.08,
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,[Partner Name] earned more,5.0,meet through friends,,3.33,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],2.0,[Partner Name] earned more,3.0,meet through friends,,34.17,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,4.0,meet through friends,,7.08,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],0.0,We earned about the same amount,4.0,,,2.75,
,yes,,Female,hetero couple,no,[40 -50],[50 -60],8.0,We earned about the same amount,3.0,meet through internet,,6.0,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],4.0,[Partner Name] earned more,5.0,,,7.75,Good
yes,yes,,Male,hetero couple,no,[50 -60],[30 -40],0.0,I earned more,1.0,meet through work,,12.67,Excellent
no,no,yes,Male,gay male couple,no,[60 -70],[30 -40],4.0,[Partner Name] earned more,5.0,meet through internet,,5.25,
yes,yes,,Male,hetero couple,no,[40 -50],[50 -60],11.5,We earned about the same amount,6.0,meet through family,,22.67,Fair
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,5.0,meet through work,,20.33,Excellent
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],1.0,I earned more,6.0,meet through internet,,1.83,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,4.0,meet through friends,,20.92,Excellent
yes,yes,,Female,hetero couple,yes,[20 -30],[20 -30],10.0,[Partner Name] earned more,4.0,,,16.58,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],4.0,[Partner Name] earned more,4.0,meet through friends,,55.08,Good
,yes,,Female,hetero couple,no,[10 -20],[10 -20],1.0,[Partner Name] earned more,1.0,meet through internet,no,0.92,Good
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],2.0,I earned more,3.0,meet through studies,,47.08,Excellent
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] was not working for pay,1.0,meet through internet,,3.08,Excellent
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,5.0,meet through internet,yes,0.5,Good
,yes,,Female,hetero couple,no,[10 -20],[10 -20],1.0,We earned about the same amount,5.0,meet through studies,,2.67,Excellent
,yes,,Female,hetero couple,yes,[20 -30],[20 -30],0.0,I earned more,6.0,meet through studies,no,2.58,Excellent
,yes,,Female,hetero couple,no,[70 -80],[70 -80],3.0,[Partner Name] earned more,0.0,meet through friends,,0.92,Excellent
,no,no,Male,,,[60 -70],,,,,,,,
,yes,,Female,lesbian couple,no,[60 -70],[50 -60],1.0,[Partner Name] earned more,6.0,,,20.08,Good
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] was not working for pay,6.0,meet through friends,,57.83,Good
,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,[Partner Name] earned more,1.0,meet through friends,,3.42,Good
,no,no,Male,,,[10 -20],,,,,,,,
,yes,,Female,lesbian couple,yes,[20 -30],[10 -20],1.0,[Partner Name] was not working for pay,2.0,meet through friends,no,0.0,Excellent
yes,yes,,Female,lesbian couple,no,[60 -70],[50 -60],4.0,[Partner Name] earned more,6.0,meet through work,,31.75,Excellent
no,no,yes,Female,hetero couple,no,[20 -30],[20 -30],3.0,[Partner Name] earned more,6.0,meet through internet,yes,0.08,
,yes,,Male,hetero couple,no,[30 -40],[20 -30],2.0,I earned more,4.0,meet through friends,,4.0,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],2.0,[Partner Name] earned more,3.0,meet through friends,,11.5,Excellent
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],2.0,[Partner Name] earned more,5.0,meet through studies,,11.67,Excellent
yes,yes,,Male,hetero couple,no,[90 -100],[70 -80],4.0,I earned more,1.0,,,59.0,Excellent
yes,yes,,Male,hetero couple,no,[60 -70],[60 -70],3.0,I earned more,6.0,,,6.92,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],4.0,I earned more,5.0,meet through internet,,14.83,Good
yes,yes,,Male,hetero couple,yes,[30 -40],[40 -50],1.0,We earned about the same amount,4.0,meet through friends,,5.83,Excellent
,yes,,Male,gay male couple,yes,[20 -30],[30 -40],1.0,[Partner Name] earned more,4.0,meet through internet,yes,0.67,Good
,yes,,Female,hetero couple,no,[10 -20],[20 -30],0.0,[Partner Name] earned more,4.0,,no,5.08,Excellent
,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,4.0,,no,0.25,Fair
yes,yes,,Male,hetero couple,no,[60 -70],[50 -60],5.0,I earned more,6.0,meet in neighborhood,,35.58,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,6.0,meet through studies,,44.92,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],0.0,I earned more,6.0,meet through work,,12.92,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[60 -70],3.0,[Partner Name] was not working for pay,6.0,meet through work,,38.67,Excellent
,yes,,Female,hetero couple,no,[30 -40],[30 -40],4.0,I earned more,5.0,meet through family,,0.33,Excellent
,yes,,Female,lesbian couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,2.0,meet through friends,yes,2.75,Fair
yes,yes,,Female,hetero couple,yes,[30 -40],[40 -50],0.0,[Partner Name] earned more,5.0,meet through friends,,13.0,Good
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],0.0,I earned more,5.0,meet through work,,20.58,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,3.0,meet through friends,,8.0,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] earned more,6.0,,,50.75,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],1.0,[Partner Name] earned more,6.0,meet through studies,,22.25,Excellent
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],0.0,We earned about the same amount,4.0,meet through family,,,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[30 -40],0.0,We earned about the same amount,4.0,meet through studies,,19.33,Excellent
,yes,,Male,gay male couple,no,[20 -30],[30 -40],0.0,I earned more,5.0,meet in neighborhood,,6.75,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],8.0,[Partner Name] earned more,6.0,meet through friends,,44.5,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,2.0,meet in neighborhood,,11.5,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],4.0,[Partner Name] earned more,6.0,meet through work,,20.42,Good
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,5.0,meet through friends,,15.5,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],3.0,[Partner Name] earned more,4.0,meet in neighborhood,,9.92,Good
yes,yes,,Female,hetero couple,no,[30 -40],[30 -40],1.0,[Partner Name] earned more,6.0,meet through work,,10.92,Fair
,yes,,Male,hetero couple,no,[30 -40],[30 -40],1.0,I earned more,4.0,meet through friends,,19.92,Good
yes,yes,,Female,hetero couple,no,[60 -70],[70 -80],2.0,[Partner Name] earned more,6.0,meet through family,,48.5,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,6.0,meet through friends,,11.0,Excellent
,yes,,Male,hetero couple,no,[30 -40],[30 -40],3.0,I earned more,2.0,meet through internet,,7.75,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
,yes,,Male,hetero couple,yes,[40 -50],[50 -60],1.0,We earned about the same amount,4.0,,,8.08,Excellent
yes,yes,,Female,hetero couple,yes,[20 -30],[20 -30],1.0,[Partner Name] earned more,6.0,meet through studies,,5.83,Good
,yes,,Male,hetero couple,yes,[20 -30],[20 -30],1.0,I earned more,4.0,meet through internet,no,1.33,Excellent
,yes,,Male,hetero couple,no,[50 -60],[50 -60],2.0,[Partner Name] earned more,5.0,,,29.75,Excellent
yes,yes,,Male,hetero couple,no,[40 -50],[40 -50],4.0,[Partner Name] earned more,3.0,meet through studies,no,21.25,Fair
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,3.0,,,16.92,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],0.0,[Partner Name] earned more,1.0,meet in neighborhood,,33.67,Excellent
yes,no,yes,Female,hetero couple,no,[60 -70],[70 -80],3.0,I earned more,3.0,meet through work,,,
yes,no,yes,Male,hetero couple,no,[70 -80],[60 -70],0.0,I earned more,4.0,meet through friends,,,
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] earned more,6.0,,,46.83,Excellent
,yes,,Female,hetero couple,,[20 -30],[30 -40],1.0,[Partner Name] earned more,4.0,,,8.25,Excellent
,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,[Partner Name] earned more,6.0,,,0.58,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[30 -40],0.0,I earned more,6.0,meet through internet,,4.08,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] earned more,6.0,meet through family,,41.58,Excellent
yes,yes,,Female,hetero couple,no,[60 -70],[60 -70],0.0,I earned more,5.0,meet through friends,,42.0,Good
,yes,,Female,hetero couple,no,[20 -30],[20 -30],1.0,I earned more,4.0,meet through friends,,12.5,Good
yes,no,yes,Male,hetero couple,no,[50 -60],[60 -70],1.0,I earned more,4.0,meet through friends,,,
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],0.0,[Partner Name] earned more,4.0,,,27.92,Good
yes,yes,,Male,hetero couple,yes,[40 -50],[50 -60],0.0,We earned about the same amount,6.0,meet in neighborhood,,23.42,Excellent
,yes,,Male,hetero couple,no,[20 -30],[30 -40],0.0,I earned more,6.0,meet in neighborhood,,0.75,Good
,yes,,Male,hetero couple,yes,[40 -50],[30 -40],0.0,We earned about the same amount,5.0,meet through friends,,0.92,Good
,no,yes,Male,,,[60 -70],,,,,,,,
yes,yes,,Female,hetero couple,yes,[30 -40],[30 -40],0.0,[Partner Name] earned more,4.0,meet through internet,,12.08,Good
,no,no,Female,,,[10 -20],,,,,,,,
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],3.0,[Partner Name] was not working for pay,6.0,meet through internet,,12.83,Excellent
yes,yes,,Male,hetero couple,yes,[50 -60],[50 -60],2.0,I earned more,5.0,,,33.83,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,6.0,meet through friends,,41.0,Good
,yes,,Male,hetero couple,no,[20 -30],[20 -30],1.0,We earned about the same amount,4.0,meet through friends,,2.42,Excellent
no,no,yes,Male,hetero couple,no,[70 -80],[80 -90],4.0,I earned more,6.0,,,42.08,
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],3.0,I earned more,5.0,,,13.25,Excellent
,no,no,Female,,,[80 -90],,,,,,,,
yes,no,yes,Female,hetero couple,no,[60 -70],[60 -70],1.0,[Partner Name] earned more,5.0,,,,
,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,I earned more,5.0,meet through work,no,6.92,Good
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,5.0,,,6.42,Excellent
yes,yes,,Female,hetero couple,,[40 -50],[40 -50],4.0,[Partner Name] earned more,5.0,meet through family,,21.0,Excellent
yes,yes,,Female,hetero couple,no,[20 -30],[30 -40],1.0,I earned more,5.0,meet through friends,,13.83,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],1.0,I earned more,4.0,,,23.67,Excellent
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],1.0,[Partner Name] earned more,6.0,meet through friends,,15.08,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],5.5,[Partner Name] earned more,6.0,,,39.08,Excellent
yes,yes,,Female,hetero couple,no,[40 -50],[40 -50],4.0,[Partner Name] earned more,2.0,meet through family,,26.0,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[50 -60],3.0,I earned more,5.0,,,29.25,Poor
yes,yes,,Female,hetero couple,no,[30 -40],[40 -50],7.0,I earned more,6.0,meet through family,,18.92,Excellent
,no,no,Male,,,[20 -30],,,,,,,,
yes,yes,,Male,hetero couple,no,[70 -80],[70 -80],5.0,I earned more,6.0,meet through family,,42.42,Excellent
,yes,,Female,hetero couple,no,[20 -30],,4.0,We earned about the same amount,4.0,,,3.58,Good
yes,yes,,Female,lesbian couple,no,[60 -70],[70 -80],1.0,I earned more,4.0,meet through friends,,22.92,Excellent
,yes,,Male,gay male couple,no,[30 -40],[20 -30],1.0,I earned more,3.0,,,2.33,Good
yes,yes,,Female,hetero couple,,[70 -80],,,Refused,,,,,Refused
,yes,,Male,hetero couple,no,[20 -30],[20 -30],0.0,I earned more,6.0,meet through friends,,3.5,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],3.0,[Partner Name] earned more,6.0,meet through studies,,32.08,Excellent
yes,yes,,Male,hetero couple,no,[50 -60],[40 -50],1.0,I earned more,6.0,meet through work,,14.92,Good
yes,yes,,Female,hetero couple,no,[40 -50],[50 -60],0.0,[Partner Name] earned more,4.0,meet through friends,,34.17,Good
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],0.0,I earned more,4.0,meet through work,,11.08,Good
,no,no,Female,,,[20 -30],,,,,,,,
no,no,yes,Male,hetero couple,no,[60 -70],[50 -60],0.0,[Partner Name] earned more,2.0,meet in neighborhood,yes,1.42,
,yes,,Female,hetero couple,no,[20 -30],[20 -30],0.0,[Partner Name] earned more,4.0,,no,0.67,Excellent
,yes,,Male,hetero couple,no,[70 -80],[60 -70],0.0,I earned more,5.0,,,13.0,Excellent
,yes,,Female,hetero couple,yes,[20 -30],[30 -40],0.0,[Partner Name] earned more,4.0,meet through friends,,8.0,Excellent
,yes,,Female,hetero couple,yes,[30 -40],[30 -40],1.0,[Partner Name] was not working for pay,5.0,meet through internet,,4.42,Good
,yes,,Female,hetero couple,no,[20 -30],[20 -30],2.0,I earned more,4.0,meet through friends,,7.83,Good
,yes,,Female,hetero couple,yes,[20 -30],[10 -20],1.0,I earned more,4.0,meet through studies,,3.17,Excellent
yes,yes,,Female,hetero couple,no,[70 -80],[70 -80],1.0,[Partner Name] earned more,5.0,meet in neighborhood,,62.17,Excellent
yes,yes,,Male,hetero couple,no,[20 -30],[20 -30],1.0,[Partner Name] earned more,4.0,meet through studies,,3.58,Excellent
,yes,,Male,gay male couple,yes,[30 -40],[30 -40],0.0,I earned more,5.0,meet through internet,yes,6.33,Excellent
,yes,,Female,hetero couple,no,[50 -60],[60 -70],0.0,[Partner Name] earned more,4.0,meet through friends,,35.33,Excellent
,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,6.0,,,16.42,Fair
no,no,yes,Female,hetero couple,yes,[60 -70],[70 -80],1.0,I earned more,3.0,meet through work,,30.0,
,yes,,Male,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,5.0,,,11.83,Excellent
yes,yes,,Male,hetero couple,no,[30 -40],[30 -40],3.0,I earned more,5.0,,,7.75,Excellent
,yes,,Female,hetero couple,no,[50 -60],[60 -70],1.0,I earned more,3.0,,,3.92,Excellent
,yes,,Female,hetero couple,no,[20 -30],[30 -40],2.0,I earned more,6.0,meet through work,,2.42,Excellent
yes,yes,,Female,hetero couple,no,[50 -60],[50 -60],0.0,[Partner Name] earned more,4.0,meet through studies,,29.08,Good
yes,no,yes,Female,hetero couple,no,[60 -70],[60 -70],4.0,[Partner Name] earned more,5.0,meet in neighborhood,,,
